"unit","tra_meas","tra_cov","schedule","geo_time","2020Q3","2020Q2","2020Q1","2020M09","2020M08","2020M07","2020M06","2020M05","2020M04","2020M03","2020M02","2020M01","2019Q4","2019Q3","2019Q2","2019Q1","2019M12","2019M11","2019M10","2019M09","2019M08","2019M07","2019M06","2019M05","2019M04","2019M03","2019M02","2019M01"
"PAS","PAS_CRD_DEP","INTL_IEU28","SCHED","SI",":",":",":",":",":",":",":",":",":",":",":",22421,71692,146086,146192,104547,23819,22160,25713,45763,53352,46971,51596,49159,45437,40240,32214,32093
"PAS","PAS_CRD_DEP","INTL_IEU28","SCHED","SK",":",":",":",":",":",":",":",":",":",":",":",57306,181663,272718,232679,174905,56402,54272,70989,85002,94937,92779,87579,74361,70739,62132,53896,58877
"PAS","PAS_CRD_DEP","INTL_IEU28","SCHED","UK",":",":",":",":",":",":",":",":",":",":",":",4598943,17934437,24823758,22822911,15353872,5804984,5094115,7035338,7532619,8593046,8698093,8042769,7880966,6899176,5882405,4958162,4513305
"PAS","PAS_CRD_DEP","INTL_IEU28","TOT","AT",":",":",":",":",":",":",":",":",":",":",":",883892,2818645,3464266,3247374,2667393,930314,856001,1032330,1115386,1174993,1173887,1153761,1060792,1032821,1032850,825199,809344
"PAS","PAS_CRD_DEP","INTL_IEU28","TOT","BE",":",":",":",":",":",":",":",":",":",":",":",775903,2926645,3657376,3501094,2450601,921002,890919,1114724,1171884,1143376,1342116,1187819,1172781,1140494,924314,779590,746697
"PAS","PAS_CRD_DEP","INTL_IEU28","TOT","BG",":",":",":",":",":",":",":",":",":",":",":",268437,760096,1966621,1123163,700629,234917,240137,285042,566579,741560,658482,526901,328925,267337,246443,210867,243319
"PAS","PAS_CRD_DEP","INTL_IEU28","TOT","CY",":",":",":",":",":",":",":",":",":",":",":",163980,822207,1341792,1061493,501656,187795,238559,395853,424319,469719,447754,409865,364089,287539,199431,145494,156731
"PAS","PAS_CRD_DEP","INTL_IEU28","TOT","CZ",":",":",":",":",":",":",":",":",":",":",":",382936,1446038,2078446,1727529,1156577,462383,445596,538059,657538,716974,703934,683723,536661,507145,442984,351904,361689
"PAS","PAS_CRD_DEP","INTL_IEU28","TOT","DE",":",":",":",":",":",":",":",":",":",":",":",3416120,13551921,18909263,17538278,11801982,3985807,3921576,5644538,6192742,6207590,6508931,6173188,5930199,5434891,4605795,3716592,3479595
"PAS","PAS_CRD_DEP","INTL_IEU28","TOT","DK",":",":",":",":",":",":",":",":",":",":",":",711250,2690153,3441125,3233070,2305769,803825,816304,1070024,1142355,1074528,1224242,1169972,1072178,990920,874051,735539,696179
"PAS","PAS_CRD_DEP","INTL_IEU28","TOT","EE",":",":",":",":",":",":",":",":",":",":",":",82978,295214,386327,351476,253228,85319,90595,119300,127910,134046,124371,130943,117808,102725,88952,80552,83724
"PAS","PAS_CRD_DEP","INTL_IEU28","TOT","EL",":",":",":",":",":",":",":",":",":",":",":",548934,2985622,9400458,5254277,1384949,532872,602182,1850568,2876259,3439054,3085145,2669462,1703154,881661,523559,409460,451930
"PAS","PAS_CRD_DEP","INTL_IEU28","TOT","ES",":",":",":",":",":",":",":",":",":",":",":",4289426,16199376,24553702,21110471,13646783,4309045,4780965,7109366,7752118,8664226,8137358,7800781,6933573,6376117,5210812,4091723,4344248
"PAS","PAS_CRD_DEP","INTL_IEU28","TOT","EU28",":",":",":",":",":",":",":",":",":",":",":",29651500,110559962,161255701,141124496,93223465,32595174,32360648,45604140,50793276,55423823,55038602,51557700,47172961,42393835,35297868,29103440,28822157
"PAS","PAS_CRD_DEP","INTL_IEU28","TOT","FI",":",":",":",":",":",":",":",":",":",":",":",473187,1661921,1973771,1962268,1474886,558645,485669,617607,646483,660974,666314,700577,646026,615665,535974,463971,474941
"PAS","PAS_CRD_DEP","INTL_IEU28","TOT","FR",":",":",":",":",":",":",":",":",":",":",":",2354074,8336260,11756573,10828508,7295536,2516845,2393372,3426043,3607029,3948477,4201067,3724663,3573621,3530224,2726124,2347040,2222372
"PAS","PAS_CRD_DEP","INTL_IEU28","TOT","HR",":",":",":",":",":",":",":",":",":",":",":",82445,621049,2080032,1227072,254752,88667,114944,417438,594391,785600,700041,562831,408206,256035,101575,72377,80800
"PAS","PAS_CRD_DEP","INTL_IEU28","TOT","HU",":",":",":",":",":",":",":",":",":",":",":",477426,1574391,1829165,1670260,1265649,499377,496716,578298,594518,631881,602766,584238,561812,524210,464704,379979,420966
"PAS","PAS_CRD_DEP","INTL_IEU28","TOT","IE",":",":",":",":",":",":",":",":",":",":",":",1002037,3542130,4624570,4367131,3137076,1108298,1082724,1351108,1424837,1585842,1613891,1568246,1441644,1357241,1162600,988196,986280
"PAS","PAS_CRD_DEP","INTL_IEU28","TOT","IT",":",":",":",":",":",":",":",":",":",":",":",2853294,10497213,15180622,13033499,8787904,3036319,3138718,4322176,4712710,5325059,5142853,4740197,4250619,4042683,3340887,2716207,2730810
"PAS","PAS_CRD_DEP","INTL_IEU28","TOT","LT",":",":",":",":",":",":",":",":",":",":",":",178108,546062,663502,622137,506979,159476,173227,213359,225952,232402,205148,218907,216053,187177,176069,152921,177989
"PAS","PAS_CRD_DEP","INTL_IEU28","TOT","LU",":",":",":",":",":",":",":",":",":",":",":",124784,485362,570658,545071,377784,159481,143041,182840,181430,184009,205219,187170,183450,174451,145087,123132,109565
"PAS","PAS_CRD_DEP","INTL_IEU28","TOT","LV",":",":",":",":",":",":",":",":",":",":",":",188692,623113,810352,734345,508835,192293,193407,237413,255318,283991,271043,265377,242575,226393,187591,151384,169860
"PAS","PAS_CRD_DEP","INTL_IEU28","TOT","MT",":",":",":",":",":",":",":",":",":",":",":",183278,756003,1060080,917874,536655,213106,227315,315582,338517,373885,347678,322656,304207,291011,212366,160259,164030
"PAS","PAS_CRD_DEP","INTL_IEU28","TOT","NL",":",":",":",":",":",":",":",":",":",":",":",1676071,5972051,7328364,7079850,5284576,1858262,1824285,2289504,2412827,2357116,2558421,2392248,2420911,2266691,1965243,1689279,1630054
"PAS","PAS_CRD_DEP","INTL_IEU28","TOT","PL",":",":",":",":",":",":",":",":",":",":",":",1156579,3552761,5021855,4401812,3147851,1066944,1147572,1338245,1631988,1734648,1655219,1646887,1464418,1290507,1123333,958753,1065765
"PAS","PAS_CRD_DEP","INTL_IEU28","TOT","PT",":",":",":",":",":",":",":",":",":",":",":",1205839,4362171,5982223,5463085,3526812,1159991,1334603,1867577,1967999,2117292,1896932,1901699,1847240,1714146,1362053,1044576,1120183
"PAS","PAS_CRD_DEP","INTL_IEU28","TOT","RO",":",":",":",":",":",":",":",":",":",":",":",675893,2033794,2515375,2219018,1798905,599211,657507,777076,836877,880306,798192,776819,765493,676706,608450,545712,644743
"PAS","PAS_CRD_DEP","INTL_IEU28","TOT","SE",":",":",":",":",":",":",":",":",":",":",":",657243,2623005,3463312,3309337,2219256,821777,766085,1035143,1120996,1102810,1239506,1237981,1093080,978276,828966,724801,665489
"PAS","PAS_CRD_DEP","INTL_IEU28","TOT","SI",":",":",":",":",":",":",":",":",":",":",":",22747,73938,172969,155873,105191,24305,22745,26888,52360,63053,57556,58772,50173,46928,40457,32322,32412
"PAS","PAS_CRD_DEP","INTL_IEU28","TOT","SK",":",":",":",":",":",":",":",":",":",":",":",57862,187784,356077,254830,177368,59716,55726,72342,96114,129247,130716,105665,77637,71528,63541,54264,59563
"PAS","PAS_CRD_DEP","INTL_IEU28","TOT","UK",":",":",":",":",":",":",":",":",":",":",":",4758085,18615037,26666825,24184301,15947883,6019182,5220158,7375697,8065840,9261165,9339820,8656352,8405636,7122313,6103657,5151347,4692879
"PAS","PAS_CRD_DEP","INTL_IEU28","UNK","BE",":",":",":",":",":",":",":",":",":",":",":",":",":",":",":",":",":",":",":",":",":",":",":",":",":",":",":",":"
"PAS","PAS_CRD_DEP","INTL_IEU28","UNK","EL",":",":",":",":",":",":",":",":",":",":",":",":",":",":",":",":",":",":",":",":",":",":",":",":",":",":",":",":"
"PAS","PAS_CRD_DEP","INTL_IEU28","UNK","EU28",":",":",":",":",":",":",":",":",":",":",":",":",":",":",":",":",":",":",":",":",":",":",":",":",":",":",":",":"
"PAS","PAS_CRD_DEP","INTL_IEU28","UNK","IT",":",":",":",":",":",":",":",":",":",":",":",":",":",":",":",":",":",":",":",":",":",":",":",":",":",":",":",":"
"PAS","PAS_CRD_DEP","INTL_IEU28","UNK","PT",":",":",":",":",":",":",":",":",":",":",":",":",":",":",":",":",":",":",":",":",":",":",":",":",":",":",":",":"
"PAS","PAS_CRD_DEP","INTL_XEU27_2007","N_SCHED","AT",":",2424,35159,":",1232,818,623,1057,744,6329,14827,14003,38589,81813,51784,38141,10769,11592,16228,21013,31990,28810,25118,15379,11287,16100,10600,11441
"PAS","PAS_CRD_DEP","INTL_XEU27_2007","N_SCHED","BE",":",3448,16042,":",":",":",2703,369,376,4059,6638,5345,38099,169604,93999,24982,6785,8902,22412,30952,61061,77591,35850,26809,31340,11317,6869,6796
"PAS","PAS_CRD_DEP","INTL_XEU27_2007","N_SCHED","BG",7314,491,10807,5949,1203,162,131,60,300,2366,5042,3399,27903,213139,67261,16062,4408,3917,19578,42458,90473,80208,41448,13983,11830,9603,3364,3095
"PAS","PAS_CRD_DEP","INTL_XEU27_2007","N_SCHED","CY",2735,1866,1790,887,900,948,428,1069,369,1230,350,210,31334,95716,52821,2505,741,4659,25934,28936,32680,34100,26807,19830,6184,2027,266,212
"PAS","PAS_CRD_DEP","INTL_XEU27_2007","N_SCHED","CZ",":",1669,14828,":",":",536,433,659,577,3977,5638,5213,44296,248756,112260,29775,5816,7617,30863,72240,87587,88929,71633,27857,12770,14164,8866,6745
"PAS","PAS_CRD_DEP","INTL_XEU27_2007","N_SCHED","DE",":",39302,463018,":",68029,74126,23981,9036,6285,98469,200225,164324,925616,1457763,1030957,485175,199544,216135,509937,451556,483367,522840,402888,296430,331639,190116,150600,144459
"PAS","PAS_CRD_DEP","INTL_XEU27_2007","N_SCHED","DK",1212,2627,47236,391,457,364,941,1077,609,7210,20579,19447,55788,107702,71577,65539,18263,13875,23650,30258,34032,43412,33578,20925,17074,20691,23424,21424
"PAS","PAS_CRD_DEP","INTL_XEU27_2007","N_SCHED","EE",":",123,20807,":",":",":",2,121,":",3926,8449,8432,33810,24593,35169,19050,9849,9879,14082,10015,7158,7420,8833,13084,13252,7128,5829,6093
"PAS","PAS_CRD_DEP","INTL_XEU27_2007","N_SCHED","EL",":",":",7860,":",":",":",":",":",":",1135,3113,3612,102282,676677,264788,4566,2652,3765,95865,191483,246980,238214,178607,68371,17810,2299,1223,1044
"PAS","PAS_CRD_DEP","INTL_XEU27_2007","N_SCHED","ES",":",11636,133640,":",":",":",4292,3968,3376,35124,48663,49853,155340,270062,168454,150474,45856,50170,59314,73180,96283,100599,77346,40682,50426,57061,46898,46515
"PAS","PAS_CRD_DEP","INTL_XEU27_2007","N_SCHED","EU27_2007",":",":",1307863,":",":",":",":",":",":",269050,532629,506184,2315753,5359593,3256941,1559044,552733,562407,1200613,1508087,1911758,1939748,1492377,939779,824785,573164,480270,505610
"PAS","PAS_CRD_DEP","INTL_XEU27_2007","N_SCHED","FI",":",259,38481,":",1580,437,125,16,118,8040,14383,16058,31028,28659,31314,48065,11617,7861,11550,13165,9317,6177,8889,11781,10644,14293,17307,16465
"PAS","PAS_CRD_DEP","INTL_XEU27_2007","N_SCHED","FR",":",25339,72121,":",":",32729,11532,8191,5616,16230,28880,27011,114578,201568,148735,74421,35775,28929,49874,47574,74182,79812,52292,43490,52953,32728,22887,18806
"PAS","PAS_CRD_DEP","INTL_XEU27_2007","N_SCHED","HU",":",993,5903,":",":",":",11,617,365,1511,1689,2703,17751,78660,27977,7646,2823,3969,10959,20728,28215,29717,19501,4266,4210,3960,1400,2286
"PAS","PAS_CRD_DEP","INTL_XEU27_2007","N_SCHED","IE",":",3110,2498,":",":",":",770,1650,690,861,890,747,3473,1826,1490,59,560,923,1990,1354,38,434,574,828,88,23,21,15
"PAS","PAS_CRD_DEP","INTL_XEU27_2007","N_SCHED","IT",":",24395,44622,":",":",":",9484,7247,7664,6019,18048,20555,109518,238542,126767,92845,30628,27942,50948,55702,108300,74540,54168,29081,43518,32720,22603,37522
"PAS","PAS_CRD_DEP","INTL_XEU27_2007","N_SCHED","LT",":",450,29169,":",":",":",416,33,1,5534,12209,11426,67555,65072,95280,31526,12786,14788,39981,29852,17576,17644,25158,36035,34087,10711,9900,10915
"PAS","PAS_CRD_DEP","INTL_XEU27_2007","N_SCHED","LU",":",23,269,":",":",":",19,3,1,10,124,135,462,641,733,921,120,135,207,308,160,173,225,395,113,435,251,235
"PAS","PAS_CRD_DEP","INTL_XEU27_2007","N_SCHED","LV",":",446,15753,":",":",":",39,261,146,2945,6050,6758,25073,32057,31411,12019,6537,6342,12194,12972,10139,8946,10256,13569,7586,4107,3598,4314
"PAS","PAS_CRD_DEP","INTL_XEU27_2007","N_SCHED","MT",":",":",1784,":",":",":",":",":",271,822,420,542,1175,3702,1608,2422,400,619,156,1003,1533,1166,493,622,493,962,455,1005
"PAS","PAS_CRD_DEP","INTL_XEU27_2007","N_SCHED","NL",":",7601,16582,":",2962,7781,5667,1247,687,3513,7408,5661,27696,74392,46760,58340,6207,6524,14965,14679,29116,30597,17549,16011,13200,12351,15088,30901
"PAS","PAS_CRD_DEP","INTL_XEU27_2007","N_SCHED","PL",":",":",118702,":",":",":",":",":",":",17711,46987,54004,173629,478215,289082,135266,46698,51367,75564,137828,160222,180165,155169,88182,45731,40418,45745,49103
"PAS","PAS_CRD_DEP","INTL_XEU27_2007","N_SCHED","PT",":",10128,13080,":",":",":",3248,3518,3362,5454,3903,3723,10828,65025,25599,3512,5297,2469,3062,15495,27018,22512,17759,2452,5388,1477,511,1524
"PAS","PAS_CRD_DEP","INTL_XEU27_2007","N_SCHED","RO",":",":",12117,":",":",":",":",":",":",3966,2845,5306,36044,173621,80701,10407,11598,9011,15435,45981,69397,58243,56330,15899,8472,5167,2170,3070
"PAS","PAS_CRD_DEP","INTL_XEU27_2007","N_SCHED","SE",":",":",155,":",":",":",":",":",":",27,80,48,161,199,217,218,86,24,51,60,89,50,91,64,62,85,87,46
"PAS","PAS_CRD_DEP","INTL_XEU27_2007","N_SCHED","SI",":",72,2740,":",32,82,72,":",":",863,1012,865,7712,17084,10338,3483,1170,2309,4233,4410,6399,6275,4853,2311,3174,2276,800,407
"PAS","PAS_CRD_DEP","INTL_XEU27_2007","N_SCHED","SK",":",595,3377,":",282,186,166,16,413,631,1921,825,6911,123423,41211,3137,1434,2641,2836,25030,47835,50558,31405,5859,3947,1223,944,970
"PAS","PAS_CRD_DEP","INTL_XEU27_2007","N_SCHED","UK",":",51569,179323,":",":",17279,25046,13325,13198,31088,72256,75979,229102,431082,348648,238488,74314,66043,88745,129855,150611,150616,135557,125584,87507,79722,78564,80202
"PAS","PAS_CRD_DEP","INTL_XEU27_2007","SCHED","AT",":",23390,864214,":",82810,71294,21455,855,1080,137781,347591,378842,1325309,1617816,1394987,1020210,438248,384227,502834,483659,549113,585044,496286,447264,451437,380450,317934,321826
"PAS","PAS_CRD_DEP","INTL_XEU27_2007","SCHED","BE",":",14661,868176,":",":",":",12158,1394,1109,162470,353381,352325,1202598,1456743,1243408,1038172,403056,366280,433262,412385,472017,572341,441653,373096,428659,379206,324418,334548
"PAS","PAS_CRD_DEP","INTL_XEU27_2007","SCHED","BG",35141,2208,145866,16483,13826,4832,1523,568,117,22250,70697,52919,150012,378014,178482,147433,46463,45203,58346,105641,143610,128763,83082,51651,43749,51641,45423,50369
"PAS","PAS_CRD_DEP","INTL_XEU27_2007","SCHED","CY",24811,1218,162791,6706,10492,7613,703,266,249,32881,59416,70494,380387,683713,471194,178915,70862,104087,205438,204570,248590,230553,200064,157992,113138,71054,50383,57478
"PAS","PAS_CRD_DEP","INTL_XEU27_2007","SCHED","CZ",":",6475,404232,":",":",20700,4695,568,1212,78060,151129,175043,632326,854122,667423,470074,202540,182725,247061,251134,301402,301586,255278,215768,196377,166618,142859,160597
"PAS","PAS_CRD_DEP","INTL_XEU27_2007","SCHED","DE",":",333581,5931992,":",632052,611743,258249,46718,28614,1040322,2393155,2498515,8849252,11066130,9356412,7594827,2851448,2604363,3393441,3346808,3742863,3976459,3338522,2968309,3049581,2782463,2371913,2440451
"PAS","PAS_CRD_DEP","INTL_XEU27_2007","SCHED","DK",224825,33814,726632,45127,80286,99412,28342,2886,2586,119165,297235,310232,1029795,1395999,1168833,968058,330516,296086,403193,403093,457129,535777,461637,357244,349952,343631,310184,314243
"PAS","PAS_CRD_DEP","INTL_XEU27_2007","SCHED","EE",":",2376,44526,":",":",":",1210,600,566,8726,17725,18075,64005,75244,58089,45620,21056,19145,23804,23418,26812,25014,21843,18780,17466,15314,14099,16207
"PAS","PAS_CRD_DEP","INTL_XEU27_2007","SCHED","EL",":",":",442354,":",":",":",":",":",":",73287,168860,200207,806721,1670257,959962,440870,193757,209586,403378,510899,597053,562305,437161,295119,227682,162276,129385,149209
"PAS","PAS_CRD_DEP","INTL_XEU27_2007","SCHED","ES",":",31911,2645874,":",":",":",17371,11605,2935,524620,1005852,1115402,3821349,5204969,4056543,3120763,1163084,1135349,1522916,1510000,1840481,1854488,1544469,1242367,1269707,1077392,962735,1080636
"PAS","PAS_CRD_DEP","INTL_XEU27_2007","SCHED","EU27_2007",":",":",34049867,":",":",":",":",":",":",6230841,13311128,14507898,49209681,63272008,52484142,41935167,15961329,14414189,18834163,18540925,21785113,22945970,19228108,16519886,16736148,14930804,13083867,13920496
"PAS","PAS_CRD_DEP","INTL_XEU27_2007","SCHED","FI",":",10437,535598,":",20817,18288,5436,3227,1774,86500,207441,241657,750121,907295,792662,656694,257709,218827,273585,267045,314465,325785,295855,258580,238227,230610,210876,215208
"PAS","PAS_CRD_DEP","INTL_XEU27_2007","SCHED","FR",":",97900,5180877,":",":",386064,62073,20795,15032,937566,2072989,2170322,7093379,8891886,7581637,6485680,2335583,2088293,2669503,2440677,3012897,3438312,2722897,2263974,2594766,2274470,2072073,2139137
"PAS","PAS_CRD_DEP","INTL_XEU27_2007","SCHED","HU",":",7567,351713,":",":",":",5944,846,777,63500,133701,154512,499767,552526,498216,373899,162743,149619,187405,171072,191058,190396,176232,165419,156565,132544,114459,126896
"PAS","PAS_CRD_DEP","INTL_XEU27_2007","SCHED","IE",":",8385,429966,":",":",":",5169,2007,1209,98209,151269,180488,724572,1161010,966736,542872,211595,195769,317208,346662,400790,413558,384948,312102,269686,211004,149885,181983
"PAS","PAS_CRD_DEP","INTL_XEU27_2007","SCHED","IT",":",27209,2174076,":",":",":",21502,2826,2881,185793,898002,1090281,3865177,5224382,4185921,3030154,1211900,1109924,1543353,1500470,1856851,1867061,1560057,1316289,1309575,1077543,920135,1032476
"PAS","PAS_CRD_DEP","INTL_XEU27_2007","SCHED","LT",":",4214,125185,":",":",":",3882,256,76,23249,49216,52720,164311,181102,160654,134701,52386,54949,56976,56969,64272,59861,55564,55750,49340,47336,40997,46368
"PAS","PAS_CRD_DEP","INTL_XEU27_2007","SCHED","LU",":",889,33676,":",":",":",889,":",":",5272,15115,13289,52141,63861,55400,41263,16415,15759,19967,17689,22083,24089,17902,17458,20040,15826,13289,12148
"PAS","PAS_CRD_DEP","INTL_XEU27_2007","SCHED","LV",":",4568,179176,":",":",":",3642,926,":",35169,67242,76765,256752,369205,295087,200983,82216,74952,99584,109863,131546,127796,108865,98660,87562,72997,59750,68236
"PAS","PAS_CRD_DEP","INTL_XEU27_2007","SCHED","MT",":",":",58432,":",":",":",":",":",":",12069,23084,23279,99742,133886,92154,52312,29351,28477,41914,41052,48403,44431,35749,28754,27651,21386,14915,16011
"PAS","PAS_CRD_DEP","INTL_XEU27_2007","SCHED","NL",":",159269,2581974,":",234405,220636,95624,38678,24967,501878,986342,1093754,3644475,4322051,3904725,3211695,1180701,1104998,1358776,1328228,1443901,1549922,1334353,1275941,1294431,1131910,1016891,1062894
"PAS","PAS_CRD_DEP","INTL_XEU27_2007","SCHED","PL",":",":",956470,":",":",":",":",":",":",150822,376705,428943,1341962,1662383,1353119,1039801,420220,434547,487195,529764,589130,543489,499069,438817,415233,369001,317475,353325
"PAS","PAS_CRD_DEP","INTL_XEU27_2007","SCHED","PT",":",26954,928822,":",":",":",18052,6639,2263,198668,334679,395475,1258552,1703286,1355716,989441,390896,379451,488205,516848,601992,584446,503080,432054,420582,345791,291170,352480
"PAS","PAS_CRD_DEP","INTL_XEU27_2007","SCHED","RO",":",":",218490,":",":",":",":",":",":",35587,86531,96372,315844,390598,318539,273301,100846,100362,114636,124266,138008,128324,113382,101409,103748,94690,86700,91911
"PAS","PAS_CRD_DEP","INTL_XEU27_2007","SCHED","SE",":",":",639754,":",":",":",":",":",":",104520,264410,270824,894496,1137853,998439,846716,324912,242182,327402,336491,359875,441487,411173,304629,282637,286409,278683,281624
"PAS","PAS_CRD_DEP","INTL_XEU27_2007","SCHED","SI",":",906,37105,":",1326,1131,846,60,0,6508,15617,14980,54047,103993,89856,63748,16308,17311,20428,28423,36233,39337,31175,29377,29304,23747,20051,19950
"PAS","PAS_CRD_DEP","INTL_XEU27_2007","SCHED","SK",":",0,43613,":",995,316,0,":",":",6589,18121,18903,60989,87075,64692,56223,21124,19057,20808,25837,29442,31796,25067,19896,19729,19949,18072,18202
"PAS","PAS_CRD_DEP","INTL_XEU27_2007","SCHED","UK",":",213990,7338283,":",":",322087,103991,57230,52769,1579380,2745623,3013280,9871600,11976609,10215256,8910742,3425394,2832661,3613545,3447962,4165097,4363550,3672745,3273187,3269324,3145546,2789113,2976083
"PAS","PAS_CRD_DEP","INTL_XEU27_2007","TOT","AT",":",25814,899373,":",84042,72112,22078,1912,1824,144110,362418,392845,1363898,1699629,1446771,1058351,449017,395819,519062,504672,581103,613854,521404,462643,462724,396550,328534,333267
"PAS","PAS_CRD_DEP","INTL_XEU27_2007","TOT","BE",":",18109,884218,":",":",":",14861,1763,1485,166529,360019,357670,1240697,1626347,1337407,1063154,409841,375182,455674,443337,533078,649932,477503,399905,459999,390523,331287,341344
"PAS","PAS_CRD_DEP","INTL_XEU27_2007","TOT","BG",42455,2699,156673,22432,15029,4994,1654,628,417,24616,75739,56318,177915,591153,245743,163495,50871,49120,77924,148099,234083,208971,124530,65634,55579,61244,48787,53464
"PAS","PAS_CRD_DEP","INTL_XEU27_2007","TOT","CY",27546,3084,164581,7593,11392,8561,1131,1335,618,34111,59766,70704,411721,779429,524015,181420,71603,108746,231372,233506,281270,264653,226871,177822,119322,73081,50649,57690
"PAS","PAS_CRD_DEP","INTL_XEU27_2007","TOT","CZ",":",8144,419060,":",":",21236,5128,1227,1789,82037,156767,180256,676622,1102878,779683,499849,208356,190342,277924,323374,388989,390515,326911,243625,209147,180782,151725,167342
"PAS","PAS_CRD_DEP","INTL_XEU27_2007","TOT","DE",":",372883,6395010,":",700081,685869,282230,55754,34899,1138791,2593380,2662839,9774868,12523893,10387369,8080002,3050992,2820498,3903378,3798364,4226230,4499299,3741410,3264739,3381220,2972579,2522513,2584910
"PAS","PAS_CRD_DEP","INTL_XEU27_2007","TOT","DK",226037,36441,773868,45518,80743,99776,29283,3963,3195,126375,317814,329679,1085583,1503701,1240410,1033597,348779,309961,426843,433351,491161,579189,495215,378169,367026,364322,333608,335667
"PAS","PAS_CRD_DEP","INTL_XEU27_2007","TOT","EE",":",2499,65333,":",":",":",1212,721,566,12652,26174,26507,97815,99837,93258,64670,30905,29024,37886,33433,33970,32434,30676,31864,30718,22442,19928,22300
"PAS","PAS_CRD_DEP","INTL_XEU27_2007","TOT","EL",":",":",450214,":",":",":",":",":",":",74422,171973,203819,909003,2346934,1224750,445436,196409,213351,499243,702382,844033,800519,615768,363490,245492,164575,130608,150253
"PAS","PAS_CRD_DEP","INTL_XEU27_2007","TOT","ES",":",43547,2779514,":",":",":",21663,15573,6311,559744,1054515,1165255,3976689,5475031,4224997,3271237,1208940,1185519,1582230,1583180,1936764,1955087,1621815,1283049,1320133,1134453,1009633,1127151
"PAS","PAS_CRD_DEP","INTL_XEU27_2007","TOT","EU27_2007",":",":",35357730,":",":",":",":",":",":",6499891,13843757,15014082,51525434,68631601,55741083,43494211,16514062,14976596,20034776,20049012,23696871,24885718,20720485,17459665,17560933,15503968,13564137,14426106
"PAS","PAS_CRD_DEP","INTL_XEU27_2007","TOT","FI",":",10696,574079,":",22397,18725,5561,3243,1892,94540,221824,257715,781149,935954,823976,704759,269326,226688,285135,280210,323782,331962,304744,270361,248871,244903,228183,231673
"PAS","PAS_CRD_DEP","INTL_XEU27_2007","TOT","FR",":",123239,5252998,":",":",418793,73605,28986,20648,953796,2101869,2197333,7207957,9093454,7730372,6560101,2371358,2117222,2719377,2488251,3087079,3518124,2775189,2307464,2647719,2307198,2094960,2157943
"PAS","PAS_CRD_DEP","INTL_XEU27_2007","TOT","HU",":",8560,357616,":",":",":",5955,1463,1142,65011,135390,157215,517518,631186,526193,381545,165566,153588,198364,191800,219273,220113,195733,169685,160775,136504,115859,129182
"PAS","PAS_CRD_DEP","INTL_XEU27_2007","TOT","IE",":",11495,432464,":",":",":",5939,3657,1899,99070,152159,181235,728045,1162836,968226,542931,212155,196692,319198,348016,400828,413992,385522,312930,269774,211027,149906,181998
"PAS","PAS_CRD_DEP","INTL_XEU27_2007","TOT","IT",":",51604,2218698,":",":",":",30986,10073,10545,191812,916050,1110836,3974695,5462924,4312688,3122999,1242528,1137866,1594301,1556172,1965151,1941601,1614225,1345370,1353093,1110263,942738,1069998
"PAS","PAS_CRD_DEP","INTL_XEU27_2007","TOT","LT",":",4664,154354,":",":",":",4298,289,77,28783,61425,64146,231866,246174,255934,166227,65172,69737,96957,86821,81848,77505,80722,91785,83427,58047,50897,57283
"PAS","PAS_CRD_DEP","INTL_XEU27_2007","TOT","LU",":",912,33945,":",":",":",908,3,1,5282,15239,13424,52603,64502,56133,42184,16535,15894,20174,17997,22243,24262,18127,17853,20153,16261,13540,12383
"PAS","PAS_CRD_DEP","INTL_XEU27_2007","TOT","LV",":",5014,194929,":",":",":",3681,1187,146,38114,73292,83523,281825,401262,326498,213002,88753,81294,111778,122835,141685,136742,119121,112229,95148,77104,63348,72550
"PAS","PAS_CRD_DEP","INTL_XEU27_2007","TOT","MT",":",":",60216,":",":",":",":",":",271,12891,23504,23821,100917,137588,93762,54734,29751,29096,42070,42055,49936,45597,36242,29376,28144,22348,15370,17016
"PAS","PAS_CRD_DEP","INTL_XEU27_2007","TOT","NL",":",166870,2598556,":",237367,228417,101291,39925,25654,505391,993750,1099415,3672171,4396443,3951485,3270035,1186908,1111522,1373741,1342907,1473017,1580519,1351902,1291952,1307631,1144261,1031979,1093795
"PAS","PAS_CRD_DEP","INTL_XEU27_2007","TOT","PL",":",":",1075172,":",":",":",":",":",":",168533,423692,482947,1515591,2140598,1642201,1175067,466918,485914,562759,667592,749352,723654,654238,526999,460964,409419,363220,402428
"PAS","PAS_CRD_DEP","INTL_XEU27_2007","TOT","PT",":",37082,941902,":",":",":",21300,10157,5625,204122,338582,399198,1269380,1768311,1381315,992953,396193,381920,491267,532343,629010,606958,520839,434506,425970,347268,291681,354004
"PAS","PAS_CRD_DEP","INTL_XEU27_2007","TOT","RO",":",":",230607,":",":",":",":",":",":",39553,89376,101678,351888,564219,399240,283708,112444,109373,130071,170247,207405,186567,169712,117308,112220,99857,88870,94981
"PAS","PAS_CRD_DEP","INTL_XEU27_2007","TOT","SE",":",":",639909,":",":",":",":",":",":",104547,264490,270872,894657,1138052,998656,846934,324998,242206,327453,336551,359964,441537,411264,304693,282699,286494,278770,281670
