"unit","tra_meas","tra_cov","schedule","geo_time","2020Q3","2020Q2","2020Q1","2020M09","2020M08","2020M07","2020M06","2020M05","2020M04","2020M03","2020M02","2020M01","2019Q4","2019Q3","2019Q2","2019Q1","2019M12","2019M11","2019M10","2019M09","2019M08","2019M07","2019M06","2019M05","2019M04","2019M03","2019M02","2019M01"
"FLIGHT","CAF_PAS","INTL","N_SCHED","BE",":",3662,2669,":",":",":",1735,1060,867,652,1011,1006,4891,6815,4671,3074,965,1103,2823,2892,1790,2133,1734,1550,1387,1203,953,918
"FLIGHT","CAF_PAS","INTL","N_SCHED","BG",1598,99,351,427,628,543,42,28,29,68,133,150,561,11860,3924,431,94,74,393,3951,3951,3958,2909,829,186,157,116,158
"FLIGHT","CAF_PAS","INTL","N_SCHED","CH",":",75,478,":",":",":",9,20,46,146,184,148,653,1131,785,639,120,107,426,345,384,402,323,226,236,244,201,194
"FLIGHT","CAF_PAS","INTL","N_SCHED","CY",1288,576,768,506,409,373,249,192,135,277,271,220,1758,2795,2172,968,326,490,942,920,943,932,908,791,473,449,270,249
"FLIGHT","CAF_PAS","INTL","N_SCHED","CZ",":",645,1281,":",":",583,389,149,107,314,448,519,2288,5731,3462,1836,541,705,1042,1798,1969,1964,1740,981,741,749,558,529
"FLIGHT","CAF_PAS","INTL","N_SCHED","DE",":",4096,12988,":",4130,3749,2248,1033,815,3332,4857,4799,19840,25932,20984,13612,4743,5585,9512,8890,8442,8600,7896,6753,6335,4854,4227,4531
"FLIGHT","CAF_PAS","INTL","N_SCHED","DK",1345,496,2741,527,475,343,207,137,152,627,1106,1008,3121,6262,4428,3453,861,833,1427,1840,2041,2381,2039,1399,990,1227,1106,1120
"FLIGHT","CAF_PAS","INTL","N_SCHED","EE",":",15,330,":",":",":",3,10,2,85,119,126,525,682,635,349,130,138,257,233,204,245,236,222,177,123,110,116
"FLIGHT","CAF_PAS","INTL","N_SCHED","EL",":",":",4122,":",":",":",":",":",":",1586,1248,1288,8771,51061,28380,1462,585,822,7364,14825,18242,17994,15624,9390,3366,604,407,451
"FLIGHT","CAF_PAS","INTL","N_SCHED","ES",":",1764,12605,":",":",":",935,469,360,3334,4648,4623,17721,30557,23508,14270,4991,5468,7262,8953,10726,10878,9823,7589,6096,5256,4432,4582
"FLIGHT","CAF_PAS","INTL","N_SCHED","EU27_2007",":",":",59190,":",":",":",":",":",":",15924,21864,21402,85381,187922,127461,65199,21539,22391,41451,58280,64777,64865,57298,41244,28919,24213,20209,20777
"FLIGHT","CAF_PAS","INTL","N_SCHED","EU27_2020",":",":",57934,":",":",":",":",":",":",15675,21407,20852,83825,185168,125001,63393,21064,21986,40775,57530,63743,63895,56400,40467,28134,23650,19616,20127
"FLIGHT","CAF_PAS","INTL","N_SCHED","EU28",":",":",":",":",":",":",":",":",":",":",":",21433,85702,189122,128238,65404,21589,22485,41628,58636,65209,65277,57666,41464,29108,24331,20269,20804
"FLIGHT","CAF_PAS","INTL","N_SCHED","FI",":",164,2155,":",146,108,94,37,33,498,855,802,2698,1967,1928,2262,1552,452,694,728,641,598,715,740,473,677,788,797
"FLIGHT","CAF_PAS","INTL","N_SCHED","FR",":",2502,8670,":",":",4077,1572,607,323,2209,3403,3058,9305,19158,15010,9648,2823,2548,3934,5782,6727,6649,5623,5194,4193,3733,3045,2870
"FLIGHT","CAF_PAS","INTL","N_SCHED","HR",":",55,208,":",79,41,8,29,18,75,89,44,565,2287,1516,360,80,141,344,711,828,748,707,488,321,194,111,55
"FLIGHT","CAF_PAS","INTL","N_SCHED","HU",":",39,160,":",":",":",6,19,14,38,52,70,370,1952,609,197,84,85,201,572,671,709,420,98,91,84,43,70
"FLIGHT","CAF_PAS","INTL","N_SCHED","IE",":",147,488,":",":",":",48,62,37,149,168,171,447,1393,870,595,183,101,163,422,472,499,478,294,98,241,188,166
"FLIGHT","CAF_PAS","INTL","N_SCHED","IS",204,62,297,35,81,88,33,15,14,75,130,92,311,421,362,305,73,97,141,132,136,153,133,103,126,109,102,94
"FLIGHT","CAF_PAS","INTL","N_SCHED","IT",":",845,1942,":",":",":",325,255,265,325,810,807,3309,11278,6999,3424,792,750,1767,3207,4336,3735,3279,2251,1469,1301,989,1134
"FLIGHT","CAF_PAS","INTL","N_SCHED","LT",":",188,661,":",":",":",91,59,38,192,247,222,1224,1491,1666,650,244,305,675,571,445,475,583,635,448,203,201,246
"FLIGHT","CAF_PAS","INTL","N_SCHED","LU",":",143,486,":",":",":",119,17,7,51,219,216,962,769,837,648,291,386,285,299,233,237,348,280,209,258,170,220
"FLIGHT","CAF_PAS","INTL","N_SCHED","LV",":",91,363,":",":",":",18,38,35,130,107,126,629,982,819,371,179,181,269,315,341,326,337,299,183,113,111,147
"FLIGHT","CAF_PAS","INTL","N_SCHED","ME",":",":",":",":",":",":",":",":",":",":",":",":",191,2152,981,84,13,17,161,624,772,756,651,243,87,34,26,24
"FLIGHT","CAF_PAS","INTL","N_SCHED","MK",":",135,135,":",":",":",53,58,24,60,24,51,104,550,345,106,37,31,36,126,184,240,194,97,54,37,29,40
"FLIGHT","CAF_PAS","INTL","N_SCHED","MT",":",":",568,":",":",":",":",":",83,196,200,172,749,904,417,453,193,211,345,360,375,169,140,136,141,170,134,149
"FLIGHT","CAF_PAS","INTL","N_SCHED","NL",":",536,1266,":",547,533,301,154,81,389,474,403,1684,3808,4199,3330,391,446,847,1184,1354,1270,1324,1728,1147,1224,977,1129
"FLIGHT","CAF_PAS","INTL","N_SCHED","NO",":",257,1533,":",":",":",103,85,69,375,598,560,2684,5996,4124,2502,766,820,1098,1401,1985,2610,2122,1221,781,939,803,760
"FLIGHT","CAF_PAS","INTL","N_SCHED","PL",":",":",2824,":",":",":",":",":",":",1033,813,978,3438,12511,7143,2426,767,908,1763,3708,4048,4755,4150,2081,912,813,810,803
"FLIGHT","CAF_PAS","INTL","N_SCHED","PT",":",914,2280,":",":",":",498,272,144,652,862,766,2889,5399,4121,2229,780,817,1292,1605,1824,1970,1658,1333,1130,842,640,747
"FLIGHT","CAF_PAS","INTL","N_SCHED","RO",":",":",571,":",":",":",":",":",":",172,150,249,1792,4017,1834,534,555,532,705,1189,1464,1364,1168,433,233,194,168,172
"FLIGHT","CAF_PAS","INTL","N_SCHED","RS",":",706,700,":",":",":",435,188,83,200,248,252,877,2784,1305,671,250,277,350,758,1000,1026,728,351,226,247,204,220
"FLIGHT","CAF_PAS","INTL","N_SCHED","SE",":",":",376,":",":",":",":",":",":",130,126,120,475,522,605,498,156,133,186,183,187,152,255,196,154,194,176,128
"FLIGHT","CAF_PAS","INTL","N_SCHED","SI",":",5,77,":",74,53,2,1,2,30,25,22,159,773,332,94,29,52,78,221,270,282,205,64,63,41,30,23
"FLIGHT","CAF_PAS","INTL","N_SCHED","SK",":",1522,2261,":",1418,1405,721,393,408,619,921,721,3192,6863,4659,2769,888,952,1352,1978,2407,2478,2151,1368,1140,1176,956,637
"FLIGHT","CAF_PAS","INTL","N_SCHED","TR",":",":",":",":",":",":",":",":",":",":",":",":",19295,58591,36901,5734,2224,3692,13379,17121,21169,20301,17023,13132,6746,2526,1499,1709
"FLIGHT","CAF_PAS","INTL","N_SCHED","UK",":",1077,7468,":",":",491,379,320,378,1926,2925,2617,10095,24254,17342,9152,3022,2137,4936,7280,8591,8383,7888,6110,3344,3289,2966,2897
"FLIGHT","CAF_PAS","INTL","SCHED","AT",":",2588,54024,":",10259,7234,1887,403,298,11261,20952,21811,67980,76736,73257,63408,22182,21374,24424,25132,25609,25995,25063,24469,23725,23376,19564,20468
"FLIGHT","CAF_PAS","INTL","SCHED","BE",":",2373,47483,":",":",":",1460,499,414,11074,17905,18504,60991,72745,68595,55039,18979,19391,22621,23711,24237,24797,23159,23290,22146,19488,16818,18733
"FLIGHT","CAF_PAS","INTL","SCHED","BG",10002,2654,11270,2989,3756,3257,1505,803,346,2773,4125,4372,13199,23218,16712,12023,4388,4096,4715,7746,7746,7726,6796,5325,4591,4184,3695,4144
"FLIGHT","CAF_PAS","INTL","SCHED","CH",":",4863,82964,":",":",":",3013,930,920,18681,31445,32838,101807,118208,114252,102585,33113,30559,38135,38459,39591,40158,38296,38479,37477,36618,32057,33910
"FLIGHT","CAF_PAS","INTL","SCHED","CY",7487,393,8843,2491,2903,2093,383,6,4,2016,3379,3448,14161,22541,19121,9852,3584,4020,6557,7180,7749,7612,7206,6427,5488,3690,2953,3209
"FLIGHT","CAF_PAS","INTL","SCHED","CZ",":",861,21882,":",":",2780,599,200,62,4624,8319,8939,31046,40225,34858,26593,9930,9598,11518,13189,13572,13464,12912,11471,10475,9668,8081,8844
"FLIGHT","CAF_PAS","INTL","SCHED","DE",":",20016,247658,":",48576,38018,12056,4319,3641,57163,93581,96914,330179,400334,378420,307291,98984,100924,130271,132294,133263,134777,130433,128717,119270,109980,95650,101661
"FLIGHT","CAF_PAS","INTL","SCHED","DK",19932,2992,47023,6810,7110,6012,1894,569,529,10743,17958,18322,60496,68158,66528,56764,18123,19389,22984,22929,22882,22347,22682,22799,21047,20657,17810,18297
"FLIGHT","CAF_PAS","INTL","SCHED","EE",":",790,6186,":",":",":",529,205,56,1393,2356,2437,8012,9252,8961,7790,2438,2473,3101,3131,3156,2965,3080,3021,2860,2695,2402,2693
"FLIGHT","CAF_PAS","INTL","SCHED","EL",":",":",52754,":",":",":",":",":",":",12555,19052,21147,40499,96572,64359,25137,9932,9806,20761,28425,34350,33797,28733,20961,14665,9109,7569,8459
"FLIGHT","CAF_PAS","INTL","SCHED","ES",":",5029,167231,":",":",":",3362,1018,649,39874,63281,64076,235999,332175,299607,205581,69705,68438,97856,105357,113620,113198,106302,100348,92957,74010,63084,68487
"FLIGHT","CAF_PAS","INTL","SCHED","EU27_2007",":",":",1098141,":",":",":",":",":",":",250105,412772,435264,1409164,1788139,1634435,1277572,438483,429138,541543,574045,607955,606139,572084,551209,511142,455813,395489,426270
"FLIGHT","CAF_PAS","INTL","SCHED","EU27_2020",":",":",1012026,":",":",":",":",":",":",227947,381968,402111,1310686,1679421,1528894,1178574,405370,398453,506863,539150,570758,569513,536468,515402,477024,421043,364643,392888
"FLIGHT","CAF_PAS","INTL","SCHED","EU28",":",":",":",":",":",":",":",":",":",":",":",436046,1412180,1795475,1639346,1279948,439234,429942,543004,576077,610463,608935,574249,552778,512319,456642,396241,427065
"FLIGHT","CAF_PAS","INTL","SCHED","FI",":",3016,29534,":",3557,2777,1381,835,800,7004,10816,11714,36460,40542,39375,34377,11510,11540,13410,13558,13544,13440,13390,13553,12432,12100,10620,11657
"FLIGHT","CAF_PAS","INTL","SCHED","FR",":",7594,161178,":",":",22532,4607,1624,1363,36838,60845,63495,208779,267747,248110,192544,65437,63549,79793,83856,91546,92345,85272,82665,80173,69299,59673,63572
"FLIGHT","CAF_PAS","INTL","SCHED","HR",":",881,6589,":",5691,3917,685,101,95,1657,2394,2538,12699,34535,24349,7693,2612,2841,7246,9549,12342,12644,10315,8325,5709,2750,2335,2608
"FLIGHT","CAF_PAS","INTL","SCHED","HU",":",1998,22162,":",":",":",1280,412,306,5309,8131,8722,27731,30113,28746,23320,9162,8707,9862,9860,10178,10075,9637,9831,9278,8342,7211,7767
"FLIGHT","CAF_PAS","INTL","SCHED","IE",":",3548,48512,":",":",":",1360,1095,1093,13674,17020,17818,59854,74744,70563,54862,18697,18272,22885,23944,25441,25359,24234,24095,22234,19515,16989,18358
"FLIGHT","CAF_PAS","INTL","SCHED","IS",2681,482,6548,435,1158,1088,357,59,66,1734,2398,2416,8787,14355,10940,10401,2830,2746,3211,4062,5162,5131,4636,3538,2766,3594,3205,3602
"FLIGHT","CAF_PAS","INTL","SCHED","IT",":",5832,134099,":",":",":",3625,1162,1045,19266,56057,58776,200876,266194,240880,176380,62173,60420,78283,84843,90488,90863,83981,81206,75693,62985,54728,58667
"FLIGHT","CAF_PAS","INTL","SCHED","LT",":",684,9788,":",":",":",613,65,6,2155,3704,3929,12184,12917,12554,11158,3930,3896,4358,4291,4414,4212,4171,4340,4043,3850,3468,3840
"FLIGHT","CAF_PAS","INTL","SCHED","LU",":",618,10460,":",":",":",596,20,2,2335,3943,4182,13317,14296,14220,11768,4179,4244,4894,4859,4546,4891,4754,4878,4588,4148,3724,3896
"FLIGHT","CAF_PAS","INTL","SCHED","LV",":",983,14117,":",":",":",841,142,":",3005,5283,5829,18512,21892,20914,16532,5940,5650,6922,7061,7418,7413,7041,7149,6724,5800,5043,5689
"FLIGHT","CAF_PAS","INTL","SCHED","ME",":",":",":",":",":",":",":",":",":",":",":",":",3832,7748,5654,3090,1139,1097,1596,2290,2772,2686,2361,1829,1464,1088,944,1058
"FLIGHT","CAF_PAS","INTL","SCHED","MK",":",":",3008,":",":",":",":",":",":",643,1132,1233,3829,4780,4264,3464,1261,1167,1401,1548,1681,1551,1409,1462,1393,1211,1056,1197
"FLIGHT","CAF_PAS","INTL","SCHED","MT",":",":",8004,":",":",":",":",":",":",1612,3093,3299,11805,14995,13670,8717,3609,3533,4663,4838,5088,5069,4751,4640,4279,3211,2596,2910
"FLIGHT","CAF_PAS","INTL","SCHED","NL",":",11672,102953,":",24377,16233,6024,3271,2377,25895,37229,39829,129042,146328,141855,118445,40779,39984,48279,48175,49240,48913,47519,48851,45485,42332,37139,38974
"FLIGHT","CAF_PAS","INTL","SCHED","NO",":",2343,35168,":",":",":",1386,504,453,8332,13176,13660,44208,52195,48224,40724,13617,14078,16513,16724,17388,18083,16616,16404,15204,14620,12708,13396
"FLIGHT","CAF_PAS","INTL","SCHED","PL",":",":",59206,":",":",":",":",":",":",11115,23233,24858,77448,88009,82462,68682,25204,24549,27695,29075,30010,28924,27995,28204,26263,23965,21408,23309
"FLIGHT","CAF_PAS","INTL","SCHED","PT",":",5125,56554,":",":",":",3134,1680,311,14055,20990,21509,74161,95987,88255,63107,22790,22355,29016,30595,32788,32604,30257,29867,28131,22798,19350,20959
"FLIGHT","CAF_PAS","INTL","SCHED","RO",":",":",26811,":",":",":",":",":",":",6288,9822,10701,34152,39511,36373,30432,11171,10684,12297,12669,13453,13389,12311,12301,11761,10359,9418,10655
"FLIGHT","CAF_PAS","INTL","SCHED","RS",":",955,11000,":",":",":",888,65,2,2278,4190,4532,14774,19751,15634,11915,4712,4510,5552,6339,6886,6526,5602,5153,4879,4169,3653,4093
"FLIGHT","CAF_PAS","INTL","SCHED","SE",":",":",45442,":",":",":",":",":",":",11185,16764,17493,57165,67453,65549,55833,17429,18210,21526,22597,22537,22319,22896,22358,20295,20092,17254,18487
"FLIGHT","CAF_PAS","INTL","SCHED","SI",":",101,2345,":",317,266,96,4,1,490,913,942,2700,5644,5963,5251,1009,918,773,1593,2025,2026,1915,2073,1975,1823,1617,1811
"FLIGHT","CAF_PAS","INTL","SCHED","SK",":",39,2579,":",494,264,38,1,":",416,1041,1122,3549,4862,4115,3389,1167,1089,1293,1561,1657,1644,1524,1324,1267,1174,1054,1161
"FLIGHT","CAF_PAS","INTL","SCHED","TR",":",":",":",":",":",":",":",":",":",":",":",":",127357,170615,138031,106497,38107,38299,50951,53867,59192,57556,51579,45720,40732,37240,32723,36534
"FLIGHT","CAF_PAS","INTL","SCHED","UK",":",14238,277999,":",":",31076,6300,3955,3983,69640,102443,105916,351579,436375,412675,329916,111422,105713,134444,139622,148771,147982,142308,140954,129413,117777,103584,108555
"FLIGHT","CAF_PAS","INTL","TOT","AT",":",2699,55833,":",10421,7365,1935,434,330,11594,21771,22468,69043,80307,75513,65544,22600,21608,24835,26085,26914,27308,26305,25113,24095,24083,20301,21160
"FLIGHT","CAF_PAS","INTL","TOT","BE",":",6035,50152,":",":",":",3195,1559,1281,11726,18916,19510,65882,79560,73266,58113,19944,20494,25444,26603,26027,26930,24893,24840,23533,20691,17771,19651
"FLIGHT","CAF_PAS","INTL","TOT","BG",11600,2753,11621,3416,4384,3800,1547,831,375,2841,4258,4522,13760,35078,20636,12454,4482,4170,5108,11697,11697,11684,9705,6154,4777,4341,3811,4302
"FLIGHT","CAF_PAS","INTL","TOT","CH",":",4938,83442,":",":",":",3022,950,966,18827,31629,32986,102460,119339,115037,103224,33233,30666,38561,38804,39975,40560,38619,38705,37713,36862,32258,34104
"FLIGHT","CAF_PAS","INTL","TOT","CY",8775,969,9611,2997,3312,2466,632,198,139,2293,3650,3668,15919,25336,21293,10820,3910,4510,7499,8100,8692,8544,8114,7218,5961,4139,3223,3458
"FLIGHT","CAF_PAS","INTL","TOT","CZ",":",1506,23163,":",":",3363,988,349,169,4938,8767,9458,33334,45956,38320,28429,10471,10303,12560,14987,15541,15428,14652,12452,11216,10417,8639,9373
"FLIGHT","CAF_PAS","INTL","TOT","DE",":",24112,260646,":",52706,41767,14304,5352,4456,60495,98438,101713,350019,426266,399404,320903,103727,106509,139783,141184,141705,143377,138329,135470,125605,114834,99877,106192
"FLIGHT","CAF_PAS","INTL","TOT","DK",21277,3488,49764,7337,7585,6355,2101,706,681,11370,19064,19330,63617,74420,70956,60217,18984,20222,24411,24769,24923,24728,24721,24198,22037,21884,18916,19417
"FLIGHT","CAF_PAS","INTL","TOT","EE",":",805,6516,":",":",":",532,215,58,1478,2475,2563,8537,9934,9596,8139,2568,2611,3358,3364,3360,3210,3316,3243,3037,2818,2512,2809
"FLIGHT","CAF_PAS","INTL","TOT","EL",":",":",56876,":",":",":",":",":",":",14141,20300,22435,49270,147633,92739,26599,10517,10628,28125,43250,52592,51791,44357,30351,18031,9713,7976,8910
"FLIGHT","CAF_PAS","INTL","TOT","ES",":",6793,179836,":",":",":",4297,1487,1009,43208,67929,68699,253720,362732,323115,219851,74696,73906,105118,114310,124346,124076,116125,107937,99053,79266,67516,73069
"FLIGHT","CAF_PAS","INTL","TOT","EU27_2007",":",":",1157331,":",":",":",":",":",":",266029,434636,456666,1494545,1976061,1761896,1342771,460022,451529,582994,632325,672732,671004,629382,592453,540061,480026,415698,447047
"FLIGHT","CAF_PAS","INTL","TOT","EU27_2020",":",":",1069960,":",":",":",":",":",":",243622,403375,422963,1394511,1864589,1653895,1241967,426434,420439,547638,596680,634501,633408,592868,555869,505158,444693,384259,413015
"FLIGHT","CAF_PAS","INTL","TOT","EU28",":",":",":",":",":",":",":",":",":",":",":",457479,1497882,1984597,1767584,1345352,460823,452427,584632,634713,675672,674212,631915,594242,541427,480973,416510,447869
"FLIGHT","CAF_PAS","INTL","TOT","FI",":",3180,31689,":",3703,2885,1475,872,833,7502,11671,12516,39158,42509,41303,36639,13062,11992,14104,14286,14185,14038,14105,14293,12905,12777,11408,12454
"FLIGHT","CAF_PAS","INTL","TOT","FR",":",10096,169848,":",":",26609,6179,2231,1686,39047,64248,66553,218084,286905,263120,202192,68260,66097,83727,89638,98273,98994,90895,87859,84366,73032,62718,66442
"FLIGHT","CAF_PAS","INTL","TOT","HR",":",936,6797,":",5770,3958,693,130,113,1732,2483,2582,13264,36822,25865,8053,2692,2982,7590,10260,13170,13392,11022,8813,6030,2944,2446,2663
"FLIGHT","CAF_PAS","INTL","TOT","HU",":",2037,22322,":",":",":",1286,431,320,5347,8183,8792,28101,32065,29355,23517,9246,8792,10063,10432,10849,10784,10057,9929,9369,8426,7254,7837
"FLIGHT","CAF_PAS","INTL","TOT","IE",":",3695,49000,":",":",":",1408,1157,1130,13823,17188,17989,60301,76137,71433,55457,18880,18373,23048,24366,25913,25858,24712,24389,22332,19756,17177,18524
"FLIGHT","CAF_PAS","INTL","TOT","IS",2885,544,6845,470,1239,1176,390,74,80,1809,2528,2508,9098,14776,11302,10706,2903,2843,3352,4194,5298,5284,4769,3641,2892,3703,3307,3696
"FLIGHT","CAF_PAS","INTL","TOT","IT",":",6677,136041,":",":",":",3950,1417,1310,19591,56867,59583,204185,277472,247879,179804,62965,61170,80050,88050,94824,94598,87260,83457,77162,64286,55717,59801
"FLIGHT","CAF_PAS","INTL","TOT","LT",":",872,10449,":",":",":",704,124,44,2347,3951,4151,13408,14408,14220,11808,4174,4201,5033,4862,4859,4687,4754,4975,4491,4053,3669,4086
"FLIGHT","CAF_PAS","INTL","TOT","LU",":",761,10946,":",":",":",715,37,9,2386,4162,4398,14279,15065,15057,12416,4470,4630,5179,5158,4779,5128,5102,5158,4797,4406,3894,4116
"FLIGHT","CAF_PAS","INTL","TOT","LV",":",1074,14480,":",":",":",859,180,35,3135,5390,5955,19141,22874,21733,16903,6119,5831,7191,7376,7759,7739,7378,7448,6907,5913,5154,5836
"FLIGHT","CAF_PAS","INTL","TOT","ME",":",":",":",":",":",":",":",":",":",":",":",":",4023,9900,6635,3174,1152,1114,1757,2914,3544,3442,3012,2072,1551,1122,970,1082
"FLIGHT","CAF_PAS","INTL","TOT","MK",":",135,3143,":",":",":",53,58,24,703,1156,1284,3933,5330,4609,3570,1298,1198,1437,1674,1865,1791,1603,1559,1447,1248,1085,1237
"FLIGHT","CAF_PAS","INTL","TOT","MT",":",":",8572,":",":",":",":",":",83,1808,3293,3471,12554,15899,14087,9170,3802,3744,5008,5198,5463,5238,4891,4776,4420,3381,2730,3059
"FLIGHT","CAF_PAS","INTL","TOT","NL",":",12208,104219,":",24924,16766,6325,3425,2458,26284,37703,40232,130726,150136,146054,121775,41170,40430,49126,49359,50594,50183,48843,50579,46632,43556,38116,40103
"FLIGHT","CAF_PAS","INTL","TOT","NO",":",2600,36701,":",":",":",1489,589,522,8707,13774,14220,46892,58191,52348,43226,14383,14898,17611,18125,19373,20693,18738,17625,15985,15559,13511,14156
"FLIGHT","CAF_PAS","INTL","TOT","PL",":",":",62030,":",":",":",":",":",":",12148,24046,25836,80886,100520,89605,71108,25971,25457,29458,32783,34058,33679,32145,30285,27175,24778,22218,24112
"FLIGHT","CAF_PAS","INTL","TOT","PT",":",6039,58834,":",":",":",3632,1952,455,14707,21852,22275,77050,101386,92376,65336,23570,23172,30308,32200,34612,34574,31915,31200,29261,23640,19990,21706
"FLIGHT","CAF_PAS","INTL","TOT","RO",":",":",27382,":",":",":",":",":",":",6460,9972,10950,35944,43528,38207,30966,11726,11216,13002,13858,14917,14753,13479,12734,11994,10553,9586,10827
"FLIGHT","CAF_PAS","INTL","TOT","RS",":",1661,11700,":",":",":",1323,253,85,2478,4438,4784,15651,22535,16939,12586,4962,4787,5902,7097,7886,7552,6330,5504,5105,4416,3857,4313
"FLIGHT","CAF_PAS","INTL","TOT","SE",":",":",45818,":",":",":",":",":",":",11315,16890,17613,57640,67975,66154,56331,17585,18343,21712,22780,22724,22471,23151,22554,20449,20286,17430,18615
"FLIGHT","CAF_PAS","INTL","TOT","SI",":",106,2422,":",391,319,98,5,3,520,938,964,2859,6417,6295,5345,1038,970,851,1814,2295,2308,2120,2137,2038,1864,1647,1834
"FLIGHT","CAF_PAS","INTL","TOT","SK",":",1561,4840,":",1912,1669,759,394,408,1035,1962,1843,6741,11725,8774,6158,2055,2041,2645,3539,4064,4122,3675,2692,2407,2350,2010,1798
"FLIGHT","CAF_PAS","INTL","TOT","TR",":",":",":",":",":",":",":",":",":",":",":",":",146652,229206,174932,112231,40331,41991,64330,70988,80361,77857,68602,58852,47478,39766,34222,38243
"FLIGHT","CAF_PAS","INTL","TOT","UK",":",15315,285467,":",":",31567,6679,4275,4361,71566,105368,108533,361674,460629,430017,339068,114444,107850,139380,146902,157362,156365,150196,147064,132757,121066,106550,111452
"FLIGHT","CAF_PAS","INTL","UNK","EU27_2007",":",":",":",":",":",":",":",":",":",":",":",":",":",":",":",":",":",":",":",":",":",":",":",":",":",":",":",":"
"FLIGHT","CAF_PAS","INTL","UNK","EU27_2020",":",":",":",":",":",":",":",":",":",":",":",":",":",":",":",":",":",":",":",":",":",":",":",":",":",":",":",":"
"FLIGHT","CAF_PAS","INTL","UNK","EU28",":",":",":",":",":",":",":",":",":",":",":",":",":",":",":",":",":",":",":",":",":",":",":",":",":",":",":",":"
"FLIGHT","CAF_PAS","INTL","UNK","IT",":",":",":",":",":",":",":",":",":",":",":",":",":",":",":",":",":",":",":",":",":",":",":",":",":",":",":",":"
"FLIGHT","CAF_PAS","INTL","UNK","NO",":",":",":",":",":",":",":",":",":",":",":",":",":",":",":",":",":",":",":",":",":",":",":",":",":",":",":",":"
"FLIGHT","CAF_PAS","INTL","UNK","PT",":",":",":",":",":",":",":",":",":",":",":",":",":",":",":",":",":",":",":",":",":",":",":",":",":",":",":",":"
"FLIGHT","CAF_PAS","INTL","UNK","SE",":",":",":",":",":",":",":",":",":",":",":",":",":",":",":",":",":",":",":",":",":",":",":",":",":",":",":",":"
"FLIGHT","CAF_PAS","INTL_IEU27_2007","N_SCHED","AT",":",49,1263,":",139,102,27,10,12,197,623,443,519,2431,1528,1603,257,78,184,634,873,924,886,429,213,496,587,520
"FLIGHT","CAF_PAS","INTL_IEU27_2007","N_SCHED","BE",":",2740,1940,":",":",":",1419,743,578,454,742,744,3631,3970,3043,2172,725,851,2055,1994,853,1123,1138,1040,865,847,677,648
"FLIGHT","CAF_PAS","INTL_IEU27_2007","N_SCHED","BG",1426,62,218,323,573,530,31,12,19,33,98,87,168,8926,2897,208,53,15,100,2962,2962,3002,2240,631,26,48,70,90
"FLIGHT","CAF_PAS","INTL_IEU27_2007","N_SCHED","CY",683,356,469,301,197,185,117,134,105,188,155,126,1060,1401,1069,634,218,320,522,449,480,472,437,392,240,307,175,152
"FLIGHT","CAF_PAS","INTL_IEU27_2007","N_SCHED","CZ",":",450,893,":",":",444,283,100,67,197,329,367,1405,2430,1814,1213,403,501,501,784,808,838,785,531,498,462,389,362
"FLIGHT","CAF_PAS","INTL_IEU27_2007","N_SCHED","DE",":",2210,4491,":",2062,2061,1252,560,398,1073,1766,1652,5684,6397,6521,5430,1661,1833,2190,2494,1700,2203,2401,2254,1866,2023,1783,1624
"FLIGHT","CAF_PAS","INTL_IEU27_2007","N_SCHED","DK",1158,298,2071,474,406,278,136,92,70,456,855,760,2304,4702,3315,2582,627,596,1081,1407,1498,1797,1526,1084,705,914,826,842
"FLIGHT","CAF_PAS","INTL_IEU27_2007","N_SCHED","EE",":",12,69,":",":",":",1,9,2,21,24,24,138,421,232,120,18,24,96,132,128,161,128,72,32,41,39,40
"FLIGHT","CAF_PAS","INTL_IEU27_2007","N_SCHED","EL",":",":",2547,":",":",":",":",":",":",1011,813,723,7003,39813,22791,893,393,622,5988,11865,14093,13855,12323,7900,2568,353,260,280
"FLIGHT","CAF_PAS","INTL_IEU27_2007","N_SCHED","ES",":",1232,10267,":",":",":",685,291,256,2723,3787,3757,14636,25750,19822,11634,4066,4476,6094,7675,9038,9037,8244,6471,5107,4277,3632,3725
"FLIGHT","CAF_PAS","INTL_IEU27_2007","N_SCHED","EU27_2007",":",":",31226,":",":",":",":",":",":",8268,11906,11052,42870,103605,72018,35207,11198,10934,20738,32627,35124,35854,32791,24253,14974,13134,11265,10808
"FLIGHT","CAF_PAS","INTL_IEU27_2007","N_SCHED","FI",":",95,1623,":",105,71,53,20,22,364,660,599,2222,1509,1450,1708,1362,344,516,539,487,483,558,562,330,511,604,593
"FLIGHT","CAF_PAS","INTL_IEU27_2007","N_SCHED","FR",":",1318,5840,":",":",2781,930,275,113,1422,2430,1988,5753,12751,10586,6889,1796,1500,2457,3844,4426,4481,4000,3687,2899,2617,2286,1986
"FLIGHT","CAF_PAS","INTL_IEU27_2007","N_SCHED","HU",":",12,62,":",":",":",2,5,5,8,23,31,93,872,258,75,38,20,35,248,305,319,187,39,32,26,15,34
"FLIGHT","CAF_PAS","INTL_IEU27_2007","N_SCHED","IE",":",94,412,":",":",":",36,35,23,125,142,145,339,1259,809,557,155,70,114,359,448,452,455,268,86,227,179,151
